name,state,orig_county,established,discontinued,continuous,stamp_index,duration,latitude,longitude,state_full_name
DINGY,WV,Braxton,1915.0,1959.0,True,1.0,44.0,38.65176,-80.94677,West Virginia
DIONE,KY,Harlan,1912.0,1957.0,True,1.0,45.0,36.95132,-83.08457,Kentucky
DITCHLEY,VA,Northumberland,1913.0,1968.0,True,1.0,55.0,37.73319,-76.32439,Virginia
DIXOPOCO,WV,McDowell,1910.0,1913.0,True,6.0,3.0,37.42122,-81.54233,West Virginia
DOBBINS,KY,Elliott,1912.0,1970.0,True,1.0,58.0,38.15722,-82.92972,Kentucky
DOBRA,WV,Logan,1913.0,1919.0,True,5.0,6.0,37.93455,-81.82429,West Virginia
DOCK,KY,Floyd,1910.0,1967.0,False,1.0,57.0,37.62097,-82.80463,Kentucky
DODGEVILLE,MI,Houghton,1912.0,1984.0,True,1.0,72.0,47.09417,-88.58111,Michigan
DODLYT,VA,Northumberland,1919.0,1942.0,True,2.0,23.0,37.89708,-76.51023,Virginia
DOES,KY,Knott,1922.0,1928.0,True,4.0,6.0,37.22736,-82.91787,Kentucky
DOLLIE,WV,Lincoln,1919.0,1934.0,True,2.0,15.0,38.04454,-81.98291,West Virginia
DOMINO,KY,Perry,1914.0,1933.0,True,2.0,19.0,37.26781,-83.21671,Kentucky
DONDALE,WV,Summers,1918.0,1926.0,True,4.0,8.0,37.82734,-80.90509,West Virginia
DONKEN,MI,Houghton,1919.0,1976.0,False,2.0,57.0,46.94167,-88.79444,Michigan
DORA LAKE,MN,Itasca,1913.0,1918.0,True,4.0,5.0,47.73861,-94.04,Minnesota
DORA LAKE,MN,Itasca,1946.0,1953.0,True,1.0,7.0,47.73861,-94.04,Minnesota
DOSTER,MI,Allegan,1926.0,1961.0,True,1.0,35.0,42.46722,-85.5425,Michigan
DOUGHTON,NC,Wilkes,1914.0,1935.0,True,2.0,21.0,36.3743,-80.95702,North Carolina
DOUGLAS,KY,Pike,1925.0,1931.0,True,3.0,6.0,37.37922,-82.54214,Kentucky
DOUGLAS,WV,Tucker,1965.0,1968.0,True,1.0,3.0,39.12705,-79.52061,West Virginia
DOUGLAS LODGE,MN,Hubbard,1933.0,1953.0,True,1.0,20.0,47.19028,-95.16389,Minnesota
DOVER CENTER,OH,Cuyahoga,1915.0,1940.0,True,1.0,25.0,41.4556,-81.91792,Ohio
DOW,KY,Perry,1911.0,1919.0,True,4.0,8.0,37.15646,-83.16238,Kentucky
DRAPER,KY,Harlan,1924.0,1952.0,True,1.0,28.0,36.86008,-83.20351,Kentucky
DRENNON SPRINGS,KY,Henry,1922.0,1935.0,True,2.0,13.0,38.50536,-85.05968,Kentucky
DRESSER,IN,Vigo,1932.0,1935.0,True,2.0,3.0,39.46254,-87.42363,Indiana
DREW,KY,Knott,1910.0,1913.0,True,4.0,3.0,37.29269,-82.85111,Kentucky
DROOP,WV,Pocahontas,1942.0,1985.0,True,1.0,43.0,38.07706,-80.28507,West Virginia
DROP,KY,Clinton,1921.0,1929.0,True,4.0,8.0,36.66408,-85.16149,Kentucky
DRY RUN,IN,Crawford,1910.0,1933.0,True,2.0,23.0,38.24701,-86.31692,Indiana
DUCO,KY,Magoffin,1910.0,1984.0,False,1.0,74.0,37.60565,-83.02711,Kentucky
DUESLER,MN,Carlton,1925.0,1935.0,True,3.0,10.0,46.51194,-92.50833,Minnesota
DUKEHURST,KY,Ohio,1923.0,1944.0,True,1.0,21.0,37.51088,-86.85777,Kentucky
DUKES,MI,Marquette,1929.0,1963.0,False,1.0,34.0,46.34778,-87.15806,Michigan
DULAH,NC,Columbus,1915.0,1941.0,True,2.0,26.0,34.05656,-78.68696,North Carolina
DUNBAR,MN,Itasca,1913.0,1933.0,True,3.0,20.0,47.65833,-94.22444,Minnesota
DUNBAR,VA,Wise,1922.0,1961.0,True,1.0,39.0,36.97399,-82.7471,Virginia
DUNCANWOOD,OH,Harrison,1919.0,1950.0,True,1.0,31.0,40.19868,-80.94982,Ohio
DUNDON,WV,Clay,1915.0,1960.0,True,1.0,45.0,38.45982,-81.06872,West Virginia
DUNHAM,KY,Letcher,1913.0,1960.0,True,1.0,47.0,37.19066,-82.64764,Kentucky
DUNLAP,KY,Pike,1947.0,1959.0,True,1.0,12.0,37.42708,-82.24261,Kentucky
DUNLEARY,KY,Pike,1919.0,1940.0,True,2.0,21.0,37.31769,-82.36712,Kentucky
DUNLOUP,WV,Fayette,1925.0,1929.0,True,3.0,4.0,37.90483,-81.15455,West Virginia
DUNRAVEN,KY,Perry,1924.0,1964.0,True,1.0,40.0,37.30545,-83.30322,Kentucky
DUNVILLA,MN,Otter Tail,1930.0,1949.0,True,1.0,19.0,46.66306,-96.01583,Minnesota
DUTCH,WV,Braxton,1913.0,1943.0,True,2.0,30.0,38.8051,-80.61815,West Virginia
DUXBURY,MN,Pine,1915.0,1926.0,True,3.0,11.0,46.12772,-92.50881,Minnesota
DYER,KY,Breckenridge,1914.0,1975.0,True,1.0,61.0,37.70617,-86.22136,Kentucky
DYER,WV,Webster,1911.0,1938.0,True,2.0,27.0,38.38122,-80.47481,West Virginia
EAKLE,WV,Clay,1911.0,1918.0,True,5.0,7.0,38.44705,-80.92705,West Virginia
EARLING,WV,Logan,1928.0,1989.0,True,1.0,61.0,37.7665,-81.9154,West Virginia
EAST BECKLEY,WV,Raleigh,1925.0,1956.0,True,1.0,31.0,37.77071,-81.16799,West Virginia
EAST CANTON,OH,Stark,1918.0,1950.0,True,1.0,32.0,40.78756,-81.28317,Ohio
EAST ELLSWORTH,WI,Pierce,1913.0,1972.0,True,1.0,59.0,44.73413,-92.4663,Wisconsin
EAST FRUITLAND,NC,Wilkes,1916.0,1918.0,True,4.0,2.0,36.07096,-81.17758,North Carolina
EAST HARDIN,IL,Greene,1926.0,1931.0,True,3.0,5.0,39.16005,-90.60901,Illinois
EAST LAKE,MN,Aitkin,1910.0,1953.0,True,1.0,43.0,46.53833,-93.28333,Minnesota
EAST LUMBERTON,NC,Robeson,1936.0,1962.0,True,1.0,26.0,34.61044,-78.99225,North Carolina
EAST MCDOWELL,KY,Floyd,1945.0,1984.0,True,1.0,39.0,37.4476,-82.72516,Kentucky
EAST RAINELLE,WV,Greenbrier,1927.0,1968.0,True,1.0,41.0,37.96873,-80.76703,West Virginia
EAST ROCKINGHAM,NC,Richmond,1924.0,1951.0,True,1.0,27.0,34.91821,-79.76256,North Carolina
EASTBROOK,NC,Brunswick,1922.0,1928.0,True,3.0,6.0,34.276,-78.0486,North Carolina
EASTERN,KY,Floyd,1924.0,1943.0,True,1.0,19.0,37.51704,-82.80599,Kentucky
EASTGULF,WV,Raleigh,1915.0,1984.0,True,1.0,69.0,37.62956,-81.29482,West Virginia
EBERLE,KY,Jackson,1928.0,1984.0,True,1.0,56.0,37.29953,-84.08021,Kentucky
ECLIPSE,VA,Nansemond,1910.0,1972.0,True,1.0,62.0,36.91709,-76.48856,Virginia
ECOLCO,WV,Boone,1920.0,1923.0,True,5.0,3.0,38.15232,-81.73318,West Virginia
EDMONSTON,MD,Prince Georges,1925.0,1939.0,True,3.0,14.0,38.94678,-76.93109,Maryland
EDNA,WV,Monongalia,1942.0,1965.0,True,1.0,23.0,39.57508,-80.05396,West Virginia
EDO,KY,Pike,1924.0,1951.0,True,1.0,27.0,37.48746,-82.28085,Kentucky
EDSEL,KY,Elliott,1929.0,1960.0,True,1.0,31.0,38.11778,-82.90944,Kentucky
EDWIGHT,WV,Raleigh,1920.0,1959.0,True,1.0,39.0,37.88455,-81.53233,West Virginia
EIGHT,WV,McDowell,1926.0,1936.0,True,3.0,10.0,37.26306,-81.60323,West Virginia
EKLUND,MI,Schoolcraft,1927.0,1927.0,True,5.0,0.0,46.34556,-86.18444,Michigan
EL VISTA,IL,Peoria,1931.0,1983.0,True,1.0,52.0,40.72893,-89.62927,Illinois
ELA,NC,Swain,1910.0,1936.0,True,2.0,26.0,35.44954,-83.39071,North Carolina
ELANA,WV,Roane,1917.0,1959.0,True,1.0,42.0,38.61843,-81.10844,West Virginia
ELCOMB,KY,Harlan,1918.0,1935.0,True,2.0,17.0,36.82265,-83.33412,Kentucky
ELCOR,MN,Saint Louis,1920.0,1956.0,True,1.0,36.0,47.50528,-92.44083,Minnesota
ELDRETH,NC,Ashe,1922.0,1932.0,True,2.0,10.0,36.50706,-81.55177,North Carolina
ELFORD,WV,Jackson,1922.0,1923.0,True,6.0,1.0,38.96064,-81.76874,West Virginia
ELIAS,KY,Jackson,1915.0,1980.0,True,1.0,65.0,37.38963,-83.83087,Kentucky
ELISBURG,MN,Saint Louis,1913.0,1927.0,True,3.0,14.0,47.24556,-92.41694,Minnesota
ELKHURST,WV,Clay,1910.0,1961.0,True,1.0,51.0,38.4476,-81.15594,West Virginia
ELKSEAM,KY,Pike,1920.0,1925.0,True,4.0,5.0,37.40185,-82.52075,Kentucky
ELLARD,VA,Augusta,1920.0,1952.0,True,1.0,32.0,37.99458,-79.13447,Virginia
ELLER,NC,Davidson,1911.0,1923.0,True,3.0,12.0,35.95347,-80.2181,North Carolina
ELLET,OH,Summit,1918.0,1943.0,True,2.0,25.0,41.04944,-81.44356,Ohio
ELMHURST,WV,Monroe,1915.0,1924.0,True,4.0,9.0,37.63373,-80.62952,West Virginia
ELMIRA,OH,Fulton,1939.0,1957.0,False,1.0,18.0,41.57922,-84.30828,Ohio
ELVA,KY,Marshall,1921.0,1954.0,True,1.0,33.0,36.92867,-88.47365,Kentucky
ELWREN,IN,Monroe,1910.0,1934.0,True,2.0,24.0,39.10866,-86.66972,Indiana
EMERSON,WV,Raleigh,1912.0,1915.0,True,6.0,3.0,37.94094,-81.49761,West Virginia
EMETTA,MN,Lake,1919.0,1923.0,True,4.0,4.0,47.235,-91.74667,Minnesota
EMMETT,WV,Logan,1925.0,1991.0,False,1.0,66.0,37.68261,-81.82678,West Virginia
EMMONS,WV,Kanawha,1910.0,1971.0,False,1.0,61.0,38.20454,-81.75318,West Virginia
ENDLESS CAVERNS,VA,Rockingham,1929.0,1943.0,True,2.0,14.0,38.59484,-78.67557,Virginia
ENFIELD,MN,Wright,1910.0,1954.0,True,1.0,44.0,45.3575,-93.93111,Minnesota
ENGELKING,WI,Forest,1912.0,1915.0,True,5.0,3.0,45.65802,-88.47679,Wisconsin
ENGLE,KY,Perry,1915.0,1980.0,False,1.0,65.0,37.37887,-83.26226,Kentucky
ENGLE,WV,Jefferson,1915.0,1955.0,True,1.0,40.0,39.34427,-77.7811,West Virginia
ENGLISH CONSUL,MD,Baltimore,1919.0,1926.0,False,4.0,7.0,39.24538,-76.64025,Maryland
ENOCH,KY,Lee,1922.0,1928.0,True,4.0,6.0,37.54342,-83.67547,Kentucky
EPPERLY,WV,Raleigh,1916.0,1963.0,True,1.0,47.0,37.67234,-81.24205,West Virginia
EPSON,KY,Magoffin,1915.0,1974.0,True,1.0,59.0,37.74441,-83.21734,Kentucky
ERIESIDE,OH,Lake,1941.0,1950.0,True,1.0,9.0,41.64449,-81.46373,Ohio
ERLANGER,NC,Davidson,1917.0,1944.0,True,2.0,27.0,35.83903,-80.25338,North Carolina
ERWIN,WV,Preston,1911.0,1959.0,True,1.0,48.0,39.29649,-79.63839,West Virginia
ESCO,KY,Pike,1915.0,1942.0,True,1.0,27.0,37.36744,-82.55211,Kentucky
ESKOTA,NC,Yancey,1914.0,1922.0,True,3.0,8.0,35.79567,-82.30929,North Carolina
ESMERALDA,NC,Rutherford,1917.0,1926.0,True,3.0,9.0,35.4429,-82.26372,North Carolina
ESSEX,MD,Baltimore,1922.0,1941.0,True,1.0,19.0,39.30775,-76.47623,Maryland
ESTILCO,KY,Estill,1928.0,1931.0,True,3.0,3.0,37.60956,-83.97977,Kentucky
ESTY,WV,Greenbrier,1912.0,1952.0,True,1.0,40.0,38.01512,-80.38285,West Virginia
EUNICE,WV,Raleigh,1929.0,1966.0,True,1.0,37.0,37.9465,-81.54344,West Virginia
EVANSHIRE,MI,Saint Clair,1930.0,1930.0,True,5.0,0.0,43.05746,-82.52744,Michigan
EVANSTON,KY,Breathitt,1950.0,1974.0,True,1.0,24.0,37.54204,-83.03156,Kentucky
EWING STATION,IN,Jackson,1969.0,1972.0,True,1.0,3.0,38.88478,-86.05526,Indiana
EXCELSIOR,WV,McDowell,1912.0,1964.0,True,1.0,52.0,37.30956,-81.694,West Virginia
FAIRLAND,KY,Clinton,1911.0,1935.0,True,2.0,24.0,36.79493,-85.12316,Kentucky
FAIRLAND,MN,Koochiching,1911.0,1936.0,True,3.0,25.0,48.4675,-94.15444,Minnesota
FAIRVIEW,IN,Switzerland,1911.0,1935.0,True,2.0,24.0,38.87339,-85.08079,Indiana
FALLING SPRING,VA,Alleghany,1931.0,1949.0,True,1.0,18.0,37.88651,-79.9795,Virginia
FAME,WV,Pendleton,1925.0,1947.0,True,1.0,22.0,38.74206,-79.16198,West Virginia
FANROCK,WV,Wyoming,1932.0,2002.0,True,1.0,70.0,37.56678,-81.65233,West Virginia
FARMERS,VA,Caroline,1950.0,1958.0,True,1.0,8.0,38.0818,-77.36526,Virginia
FARMERS STORE,VA,Caroline,1934.0,1950.0,True,1.0,16.0,38.0818,-77.36526,Virginia
FARRADAY,KY,Letcher,1923.0,1957.0,True,1.0,34.0,37.17343,-82.77821,Kentucky
FAUNCE,MN,Lake of The Woods,1917.0,1938.0,True,3.0,21.0,48.59306,-94.95222,Minnesota
FAYE,KY,Elliott,1922.0,1947.0,True,1.0,25.0,38.06861,-83.16194,Kentucky
FEATHERSTONE,VA,Prince William,1916.0,1921.0,True,3.0,5.0,38.62984,-77.24887,Virginia
FELTY,KY,Clay,1926.0,1974.0,True,1.0,48.0,37.303,-83.71006,Kentucky
FENWICK,MD,Charles,1914.0,1943.0,True,2.0,29.0,38.6429,-77.10803,Maryland
FERN,WI,Florence,1913.0,1953.0,False,1.0,40.0,45.83607,-88.38596,Wisconsin
FERNCLIFF,VA,Louisa,1915.0,1975.0,False,1.0,60.0,37.9332,-78.11,Virginia
FERNHILL,VA,Greene,1924.0,1935.0,True,2.0,11.0,38.35707,-78.54418,Virginia
FEZ,WV,Lincoln,1920.0,1931.0,True,2.0,11.0,38.18648,-82.10708,West Virginia
FIELD,KY,Bell,1932.0,1984.0,True,1.0,52.0,36.89287,-83.60214,Kentucky
FILBERT,WV,McDowell,1911.0,1991.0,True,1.0,80.0,37.31817,-81.544,West Virginia
FIREBRICK,OH,Lawrence,1911.0,1959.0,True,1.0,48.0,38.83897,-82.64572,Ohio
FIRECO,WV,Raleigh,1916.0,1960.0,True,1.0,44.0,37.64484,-81.19815,West Virginia
FISHPOND,KY,Letcher,1924.0,1931.0,True,3.0,7.0,37.15542,-82.67913,Kentucky
FITZPATRICK,KY,Floyd,1936.0,1937.0,True,4.0,1.0,37.65152,-82.81962,Kentucky
FIVE CHANNELS,MI,Iosco,1912.0,1913.0,True,7.0,1.0,44.45417,-83.72222,Michigan
FIVE FORKS,WV,Calhoun,1938.0,1992.0,True,1.0,54.0,38.96703,-81.059,West Virginia
FIXER,KY,Lee,1917.0,1968.0,True,1.0,51.0,37.67814,-83.71825,Kentucky
FLEMING,KY,Letcher,1914.0,1986.0,True,1.0,72.0,37.19634,-82.69801,Kentucky
FLINT,WV,Randolph,1915.0,1939.0,False,2.0,24.0,38.85372,-79.73006,West Virginia
FLINT SPRINGS,KY,Ohio,1930.0,1955.0,True,1.0,25.0,37.34338,-86.7136,Kentucky
FLOE,WV,Clay,1916.0,1988.0,False,1.0,72.0,38.64398,-81.01233,West Virginia
FLOOD,VA,Highland,1915.0,1935.0,True,2.0,20.0,38.23624,-79.59282,Virginia
FLOSIE,KY,Wayne,1910.0,1944.0,True,1.0,34.0,36.86636,-84.59375,Kentucky
FLOWER,WV,Braxton,1922.0,1984.0,True,1.0,62.0,38.83148,-80.77316,West Virginia
FOLA,WV,Clay,1913.0,1992.0,True,1.0,79.0,38.35788,-81.10372,West Virginia
FOLLY,VA,Northumberland,1921.0,1956.0,True,1.0,35.0,37.87957,-76.32772,Virginia
FOREST CENTER,MN,Lake,1950.0,1965.0,True,1.0,15.0,47.795,-91.3075,Minnesota
FOREST LAKE,MI,Alger,1915.0,1984.0,True,1.0,69.0,46.33333,-86.83778,Michigan
FORK,NC,Davie,1913.0,1955.0,True,1.0,42.0,35.88069,-80.44561,North Carolina
FORK RIDGE,VA,Tazewell,1929.0,1943.0,True,2.0,14.0,37.134,-81.88318,Virginia
FORSHEE,VA,New Kent,1921.0,1939.0,True,2.0,18.0,37.51653,-76.81357,Virginia
FORT BRAGG,NC,Cumberland,1922.0,1941.0,True,1.0,19.0,35.13036,-78.99586,North Carolina
FORT FISHER,NC,New Hanover,1942.0,1942.0,True,3.0,0.0,34.07295,-77.91499,North Carolina
FORT HOYLE,MD,Harford,1926.0,1940.0,True,2.0,14.0,39.38833,-76.30139,Maryland
FORT HUMPHREYS,VA,Fairfax,1922.0,1935.0,True,5.0,13.0,38.7125,-77.15833,Virginia
FORT MONROE,VA,Elizabeth City,1941.0,1972.0,True,1.0,31.0,37.00561,-76.30486,Virginia
FORT RUN,WV,Hardy,1931.0,1955.0,True,1.0,24.0,39.06677,-78.92253,West Virginia
FORT SCOTT CAMPS,OH,Hamilton,1941.0,1958.0,True,1.0,17.0,39.27089,-84.65967,Ohio
FOUNT,KY,Knox,1916.0,1974.0,True,1.0,58.0,36.98691,-83.82824,Kentucky
FOUR TOWN,MN,Beltrami,1919.0,1935.0,True,3.0,16.0,48.28111,-95.33528,Minnesota
FRAME,WV,Kanawha,1920.0,1955.0,True,1.0,35.0,38.50426,-81.47596,West Virginia
FRANCES,WV,Marshall,1923.0,1930.0,True,2.0,7.0,39.84341,-80.81676,West Virginia
FRANCO,VA,Wise,1922.0,1927.0,True,4.0,5.0,36.97649,-82.4207,Virginia
FRANK,WV,Pocahontas,1926.0,1984.0,True,1.0,58.0,38.54845,-79.80561,West Virginia
FREDERICK JUNCTION,MD,Frederick,1914.0,1932.0,True,2.0,18.0,39.37177,-77.38832,Maryland
FREMONT,VA,Dickenson,1917.0,1962.0,True,1.0,45.0,37.12566,-82.38515,Virginia
FRISBY,KY,Wayne,1921.0,1950.0,True,1.0,29.0,36.84861,-84.90981,Kentucky
FRUITPLAIN,VA,Northumberland,1925.0,1934.0,True,2.0,9.0,37.98513,-76.6094,Virginia
FRUM,WV,Monongalia,1924.0,1930.0,True,2.0,6.0,39.65869,-80.00756,West Virginia
FUSONIA,KY,Perry,1919.0,1962.0,True,1.0,43.0,37.17277,-83.08997,Kentucky
GABBARD,KY,Owsley,1940.0,1943.0,True,1.0,3.0,37.36104,-83.62098,Kentucky
GALDIA,KY,Magoffin,1916.0,1963.0,True,1.0,47.0,37.6337,-82.98824,Kentucky
GARDNER,KY,Clay,1931.0,1940.0,True,2.0,9.0,36.96866,-83.53867,Kentucky
GARLAND,WV,McDowell,1926.0,1934.0,True,3.0,8.0,37.40067,-81.78456,West Virginia
GARRICH,KY,Knox,1919.0,1927.0,True,4.0,8.0,36.93182,-83.91659,Kentucky
GARRISON,WV,Boone,1911.0,1989.0,True,1.0,78.0,37.99622,-81.50678,West Virginia
GARTEN,WV,Fayette,1920.0,1972.0,False,1.0,52.0,38.03456,-81.07677,West Virginia
GATTON,KY,Larue,1923.0,1958.0,True,1.0,35.0,37.48821,-85.65529,Kentucky
GAULEY MILLS,WV,Webster,1915.0,1983.0,True,1.0,68.0,38.36205,-80.58481,West Virginia
GAUSDALE,KY,Whitley,1918.0,1963.0,True,1.0,45.0,36.75786,-83.97521,Kentucky
GEARHEART,KY,Floyd,1923.0,1948.0,False,1.0,25.0,37.4126,-82.74905,Kentucky
GEELS,MI,Roscommon,1914.0,1923.0,True,4.0,9.0,44.42194,-84.48389,Michigan
GENOLA,MN,Morrison,1915.0,1951.0,True,1.0,36.0,45.96028,-94.11611,Minnesota
GESLING,KY,Carter,1927.0,1957.0,True,1.0,30.0,38.42314,-83.0924,Kentucky
GIBBS CITY,MI,Iron,1917.0,1952.0,True,1.0,35.0,46.22583,-88.70056,Michigan
GIESE,MN,Aitkin,1918.0,1953.0,True,1.0,35.0,46.21611,-93.11639,Minnesota
GILDEN,VA,Northampton,1910.0,1922.0,True,3.0,12.0,37.42541,-75.9141,Virginia
GILES,WV,Kanawha,1912.0,1928.0,False,4.0,16.0,38.13427,-81.44734,West Virginia
GLEASON,WV,Mineral,1913.0,1928.0,True,4.0,15.0,39.36288,-79.21726,West Virginia
GLEN BURKE,VA,Tazewell,1924.0,1928.0,True,4.0,4.0,37.14872,-81.82901,Virginia
GLEN HEDRICK,WV,Raleigh,1926.0,1935.0,True,3.0,9.0,37.75024,-81.13753,West Virginia
GLEN LAKE,MN,Hennepin,1922.0,1963.0,True,1.0,41.0,44.90333,-93.46722,Minnesota
GLEN MORGAN,WV,Raleigh,1910.0,1997.0,True,1.0,87.0,37.75595,-81.15843,West Virginia
GLEN MORRISON,WV,Wyoming,1923.0,1940.0,True,2.0,17.0,37.67872,-81.50149,West Virginia
GLEN RAVEN,NC,Alamance,1912.0,1955.0,True,1.0,43.0,36.11319,-79.47641,North Carolina
GLEN ROBBINS,OH,Jefferson,1921.0,1971.0,True,1.0,50.0,40.16118,-80.74286,Ohio
GLENDENNING,WV,Tyler,1915.0,1917.0,True,6.0,2.0,39.53424,-80.89122,West Virginia
GLENDIE,VA,Stafford,1922.0,1936.0,True,2.0,14.0,38.39985,-77.53499,Virginia
GLENDIVE,KY,Menifee,1915.0,1916.0,True,5.0,1.0,37.83625,-83.60921,Kentucky
GLENITA,VA,Scott,1923.0,1939.0,True,2.0,16.0,36.7001,-82.75044,Virginia
GLENOAK,WI,Marquette,1915.0,1952.0,True,1.0,37.0,43.74415,-89.36151,Wisconsin
GLENRIDGE,IL,Marion,1914.0,1918.0,True,4.0,4.0,38.58033,-89.12785,Illinois
GLO,KY,Floyd,1921.0,1955.0,True,1.0,34.0,37.44788,-82.80933,Kentucky
GLOMAWR,KY,Perry,1915.0,1954.0,True,1.0,39.0,37.22689,-83.15968,Kentucky
GLUEK,MN,Chippewa,1928.0,1956.0,True,1.0,28.0,44.98528,-95.47306,Minnesota
GOILIHUE,KY,Carter,1923.0,1937.0,True,2.0,14.0,38.24699,-82.88529,Kentucky
GONYON,VA,Northumberland,1915.0,1972.0,True,1.0,57.0,37.90374,-76.33856,Virginia
GOODING,MI,Ottawa,1918.0,1923.0,True,3.0,5.0,43.16167,-85.79167,Michigan
GOODLOE,KY,Floyd,1910.0,1960.0,True,1.0,50.0,37.60237,-82.86347,Kentucky
GORDON FORD,KY,Morgan,1946.0,1957.0,True,1.0,11.0,37.88373,-83.23822,Kentucky
GORDONTOWN,NC,Davidson,1915.0,1917.0,True,4.0,2.0,35.75569,-80.10866,North Carolina
GRAND BEACH,MI,Berrien,1912.0,1957.0,True,1.0,45.0,41.77337,-86.79475,Michigan
GRANNIE,KY,Wolf,1921.0,1948.0,True,1.0,27.0,37.69643,-83.58285,Kentucky
GRASS CREEK,IN,Fulton,1963.0,1964.0,True,1.0,1.0,40.94754,-86.40445,Indiana
GRATTAN,MN,Itasca,1920.0,1935.0,True,2.0,15.0,47.8175,-94.08889,Minnesota
GRAYSBRANCH,KY,Greenup,1926.0,1958.0,True,1.0,32.0,38.65341,-82.87517,Kentucky
GREASY CREEK,KY,Pike,1920.0,1959.0,True,1.0,39.0,37.37622,-82.47571,Kentucky
GREAT LAKES,IL,Lake,1912.0,1917.0,True,2.0,5.0,42.31417,-87.84133,Illinois
GREEAR,KY,Morgan,1915.0,1957.0,True,1.0,42.0,37.87615,-83.29817,Kentucky
GREEN RIDGE,MD,Allegany,1910.0,1923.0,True,3.0,13.0,39.5937,-78.42862,Maryland
GREEN RIVER,KY,Ohio,1910.0,1937.0,True,2.0,27.0,37.32644,-86.75999,Kentucky
GREEN SPRINGS,VA,Louisa,1950.0,1956.0,True,1.0,6.0,38.08597,-78.11167,Virginia
GREENBERRY,WV,Kanawha,1915.0,1919.0,True,5.0,4.0,38.40176,-81.54596,West Virginia
GREENBRIER SPRINGS,WV,Summers,1914.0,1923.0,True,4.0,9.0,37.61429,-80.75786,West Virginia
GREENWAY,VA,Fairfax,1931.0,1964.0,True,1.0,33.0,38.97205,-77.23248,Virginia
GREER,WV,Monongalia,1915.0,1953.0,True,1.0,38.0,39.57203,-79.84895,West Virginia
GREGORY,WV,Braxton,1910.0,1952.0,True,1.0,42.0,38.74371,-80.52759,West Virginia
GREGORYVILLE,KY,Carter,1920.0,1954.0,False,1.0,34.0,38.33651,-83.03931,Kentucky
GREYEAGLE,WV,Mingo,1919.0,1935.0,True,2.0,16.0,37.84954,-82.41681,West Virginia
GRIFFIN,VA,Sussex,1912.0,1923.0,True,3.0,11.0,36.91543,-77.11135,Virginia
GRIMSLEYVILLE,VA,Buchanan,1934.0,1958.0,True,1.0,24.0,37.16817,-81.9029,Virginia
GRIZZLE,VA,Russell,1911.0,1915.0,True,5.0,4.0,36.99177,-82.16541,Virginia
GROVE,KY,Whitley,1913.0,1951.0,True,1.0,38.0,36.93258,-84.22355,Kentucky
GUARDIAN,WV,Webster,1937.0,1985.0,True,1.0,48.0,38.63621,-80.46647,West Virginia
GUERRANT,KY,Breathitt,1911.0,1988.0,True,1.0,77.0,37.50676,-83.49713,Kentucky
GUINEA,VA,Caroline,1910.0,1958.0,True,1.0,48.0,38.14374,-77.43776,Virginia
GULROCK,NC,Hyde,1921.0,1955.0,True,1.0,34.0,35.41434,-76.08963,North Carolina
GUM FORK,VA,Gloucester,1914.0,1956.0,True,1.0,42.0,37.36681,-76.57051,Virginia
GUM TREE,VA,Hanover,1928.0,1932.0,True,4.0,4.0,37.81931,-77.47415,Virginia
GUNWALD,IA,Lucas,1915.0,1921.0,True,2.0,6.0,41.08838,-93.25658,Iowa
GUY,KY,Warren,1912.0,1955.0,True,1.0,43.0,37.12393,-86.61305,Kentucky
HADALTON,WV,Boone,1918.0,1922.0,True,4.0,4.0,38.04455,-81.8304,West Virginia
HALLBURG,WV,Clay,1916.0,1971.0,True,1.0,55.0,38.62204,-80.99705,West Virginia
HALLIBUSH,KY,Floyd,1910.0,1910.0,True,5.0,0.0,37.41951,-82.64874,Kentucky
HALLS GAP,KY,Lincoln,1940.0,1960.0,True,1.0,20.0,37.46079,-84.63208,Kentucky
HAMILTON PARK,DE,New Castle,1922.0,1933.0,True,2.0,11.0,39.71734,-75.54576,Delaware
HAMM,KY,Rowan,1928.0,1955.0,True,1.0,27.0,38.12758,-83.31379,Kentucky
HAMPDEN,WV,Mingo,1912.0,1991.0,False,1.0,79.0,37.63816,-81.94234,West Virginia
HAMRICK,NC,Yancey,1936.0,1959.0,True,1.0,23.0,35.80984,-82.19901,North Carolina
HANCOCK,WV,Morgan,1948.0,1987.0,True,1.0,39.0,39.69287,-78.17751,West Virginia
HANES,NC,Forsyth,1921.0,1959.0,True,1.0,38.0,36.08236,-80.297,North Carolina
HANNAH,KY,Lawrence,1911.0,1954.0,False,1.0,43.0,38.0475,-82.8724,Kentucky
HARBOR HILLS,OH,Licking,1927.0,1943.0,True,2.0,16.0,39.93673,-82.43515,Ohio
HARBOR POINT,MI,Emmet,1917.0,1923.0,True,3.0,6.0,45.42195,-84.98644,Michigan
HARCO,IL,Saline,1917.0,1962.0,True,1.0,45.0,37.79588,-88.65006,Illinois
HARCUM,VA,Gloucester,1916.0,1955.0,True,1.0,39.0,37.51847,-76.50523,Virginia
HARDING,MN,Morrison,1923.0,1953.0,True,1.0,30.0,46.11611,-94.04056,Minnesota
HARDSHELL,KY,Breathitt,1917.0,1959.0,True,1.0,42.0,37.45759,-83.25101,Kentucky
HARDWICK,KY,Wayne,1929.0,1935.0,True,3.0,6.0,36.93008,-84.68944,Kentucky
